ageGroup,gender,ageMin,ageMax,bodyWeightMin,bodyWeightMax,lift,record,name,date,place
U11,F,0,11,33,36,Snatch,26,Layla Johnson,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U11,F,0,11,33,36,Clean & Jerk,38,Layla Johnson,2024-10-05,Steve Gough Memorial - Max's Gym
U11,F,0,11,33,36,Total,64,Layla Johnson,2024-10-05,Steve Gough Memorial - Max's Gym
U11,F,0,11,36,40,Snatch,32,Charlotte Sullivan,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U11,F,0,11,36,40,Clean & Jerk,43,Charlotte Sullivan,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U11,F,0,11,36,40,Total,75,Charlotte Sullivan,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U11,F,0,11,0,45,Snatch,44,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U11,F,0,11,0,45,Clean & Jerk,64,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U11,F,0,11,0,45,Total,108,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U11,F,0,11,0,49,Snatch,32,Abigail Wunderlich,2020-11-30,Club Showdown/November online qualifier
U11,F,0,11,0,49,Clean & Jerk,37,kiana abordo,2019-10-13,Hassle Free Fall Breakers
U11,F,0,11,0,49,Total,69,Abigail Wunderlich,2020-11-30,Club Showdown/November online qualifier
U11,F,0,11,49,55,Snatch,34,Abigail Wunderlich,2021-06-26,"The Nike 2021 National Youth Championships, powered by Rogue"
U11,F,0,11,49,55,Clean & Jerk,42,Abigail Wunderlich,2021-06-26,"The Nike 2021 National Youth Championships, powered by Rogue"
U11,F,0,11,49,55,Total,76,Abigail Wunderlich,2021-06-26,"The Nike 2021 National Youth Championships, powered by Rogue"
U11,F,0,11,55,59,Snatch,40,Abigail Wunderlich,2021-12-11,Hassle Free Winter Breaker
U11,F,0,11,55,59,Clean & Jerk,49,Abigail Wunderlich,2021-12-11,Hassle Free Winter Breaker
U11,F,0,11,55,59,Total,89,Abigail Wunderlich,2021-12-11,Hassle Free Winter Breaker
U11,F,0,11,59,64,Snatch,66,Zoe Rangel,2024-04-27,Weightlifting AI West Coast Classic
U11,F,0,11,59,64,Clean & Jerk,80,Zoe Rangel,2024-04-27,Weightlifting AI West Coast Classic
U11,F,0,11,59,64,Total,146,Zoe Rangel,2024-04-27,Weightlifting AI West Coast Classic
U11,F,0,11,64,>64,Snatch,41,Mikaella Bowens,2023-12-17,Hassle Free Winter Breaker (NUQ)
U11,F,0,11,64,>64,Clean & Jerk,48,Mikaella Bowens,2023-12-17,Hassle Free Winter Breaker (NUQ)
U11,F,0,11,64,>64,Total,89,Mikaella Bowens,2023-12-17,Hassle Free Winter Breaker (NUQ)
U11,M,0,11,0,32,Snatch,28,Desmond Myles,2019-09-07,North Coast Open
U11,M,0,11,0,32,Clean & Jerk,41,Desmond Myles,2019-09-07,North Coast Open
U11,M,0,11,0,32,Total,69,Desmond Myles,2019-09-07,North Coast Open
U11,M,0,11,32,36,Snatch,28,Luke Doherty,2025-05-18,Capital Gainz
U11,M,0,11,32,36,Clean & Jerk,38,Matthew Janowiak,2018-06-17,2018 USA Weightlifting National Youth Championships
U11,M,0,11,32,36,Total,65,Matthew Janowiak,2018-06-17,2018 USA Weightlifting National Youth Championships
U11,M,0,11,36,39,Snatch,36,Mason Alderman,2018-06-17,2018 USA Weightlifting National Youth Championships
U11,M,0,11,36,39,Clean & Jerk,49,Desmond Myles,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,36,39,Total,82,Desmond Myles,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,39,44,Snatch,40,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,39,44,Clean & Jerk,51,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,39,44,Total,91,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,0,49,Snatch,34,Preston Sparks,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,0,49,Clean & Jerk,45,Nick Wegner,2020-10-25,Fall Record Breaker
U11,M,0,11,0,49,Total,78,Preston Sparks,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,0,55,Snatch,40,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,0,55,Clean & Jerk,51,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,0,55,Total,91,bret tom,2020-12-03,2020 Online National Youth Championships
U11,M,0,11,55,61,Snatch,35,latu manumua,2018-12-16,Hassle Free Winter Breaker
U11,M,0,11,55,61,Clean & Jerk,40,latu manumua,2018-12-16,Hassle Free Winter Breaker
U11,M,0,11,55,61,Total,75,latu manumua,2018-12-16,Hassle Free Winter Breaker
U11,M,0,11,61,67,Snatch,19,Dominic Carducci,2019-01-19,2019 CTS Youth Open
U11,M,0,11,61,67,Clean & Jerk,26,Micah Marquez,2019-06-23,PWA Champs
U11,M,0,11,61,67,Total,44,Micah Marquez,2019-06-23,PWA Champs
U11,M,0,11,67,73,Snatch,29,Micah Marquez,2020-01-12,Bar Wars VI
U11,M,0,11,67,73,Clean & Jerk,36,Micah Marquez,2020-01-12,Bar Wars VI
U11,M,0,11,67,73,Total,65,Micah Marquez,2020-01-12,Bar Wars VI
U11,M,0,11,73,>73,Snatch,43,Micah Marquez,2021-06-26,"The Nike 2021 National Youth Championships, powered by Rogue"
U11,M,0,11,73,>73,Clean & Jerk,56,Siale Pooi-Unga,2021-10-24,Fall Record Breaker
U11,M,0,11,73,>73,Total,96,Micah Marquez,2021-06-26,"The Nike 2021 National Youth Championships, powered by Rogue"
U13,F,0,13,0,30,Snatch,35,Stevie Majoros,2022-03-27,2022 HF EVO Springbreaker
U13,F,0,13,0,30,Clean & Jerk,41,Stevie Majoros,2022-03-27,2022 HF EVO Springbreaker
U13,F,0,13,0,30,Total,76,Stevie Majoros,2022-03-27,2022 HF EVO Springbreaker
U13,F,0,13,30,33,Snatch,25,Thevini Withana,2022-10-30,Don Wilson Memorial Golden West Open
U13,F,0,13,30,33,Clean & Jerk,34,Brooklynn Vella,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U13,F,0,13,30,33,Total,59,Brooklynn Vella,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U13,F,0,13,33,36,Snatch,28,Thevini Withana,2023-03-02,"The 2023 Nike North American Open Series 1, powered by Rogue"
U13,F,0,13,33,36,Clean & Jerk,42,Layla Johnson,2025-02-27,2025 Virus Weightlifting Series 1 Powered by Rogue Fitness
U13,F,0,13,33,36,Total,70,Layla Johnson,2025-02-27,2025 Virus Weightlifting Series 1 Powered by Rogue Fitness
U13,F,0,13,36,40,Snatch,35,Thevini Withana,2024-02-29,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
U13,F,0,13,36,40,Clean & Jerk,45,Layla Johnson,2025-04-12,Hassle Free Barbell Spring Open
U13,F,0,13,36,40,Total,77,Layla Johnson,2025-04-12,Hassle Free Barbell Spring Open
U13,F,0,13,0,45,Snatch,47,Jade Morales,2020-10-31,South County Open
U13,F,0,13,0,45,Clean & Jerk,58,Jade Morales,2020-10-31,South County Open
U13,F,0,13,0,45,Total,105,Jade Morales,2020-10-31,South County Open
U13,F,0,13,0,49,Snatch,48,Jade Morales,2020-12-12,Hassle Free Evolution Performance Winter Breaker
U13,F,0,13,0,49,Clean & Jerk,61,Kimberly Wiese,2019-06-30,2019 USA Weightlifting National Youth Championships
U13,F,0,13,0,49,Total,108,Kimberly Wiese,2019-06-30,2019 USA Weightlifting National Youth Championships
U13,F,0,13,49,55,Snatch,50,Kimberly Wiese,2019-10-19,Night of the Lifting Dead
U13,F,0,13,49,55,Clean & Jerk,65,Kimberly Wiese,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U13,F,0,13,49,55,Total,115,Kimberly Wiese,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U13,F,0,13,55,59,Snatch,43,sienna lo,2019-06-23,PWA Champs
U13,F,0,13,55,59,Clean & Jerk,59,sienna lo,2019-09-22,Caffeine and Kilos Invitational
U13,F,0,13,55,59,Total,100,Gianna Van Hofwegen,2022-10-30,Don Wilson Memorial Golden West Open
U13,F,0,13,59,64,Snatch,66,Zoe Rangel,2024-04-27,Weightlifting AI West Coast Classic
U13,F,0,13,59,64,Clean & Jerk,80,Gianna Van Hofwegen,2023-12-08,"The 2023 Nike North American Open Finals, powered by Rogue"
U13,F,0,13,59,64,Total,146,Zoe Rangel,2024-04-27,Weightlifting AI West Coast Classic
U13,F,0,13,64,>64,Snatch,61,Gianna Van Hofwegen,2023-09-15,"The 2023 Nike North American Open Series 2, powered by Rogue"
U13,F,0,13,64,>64,Clean & Jerk,77,Gianna Van Hofwegen,2023-09-15,"The 2023 Nike North American Open Series 2, powered by Rogue"
U13,F,0,13,64,>64,Total,138,Gianna Van Hofwegen,2023-09-15,"The 2023 Nike North American Open Series 2, powered by Rogue"
U13,M,0,13,0,32,Snatch,28,Desmond Myles,2019-09-07,North Coast Open
U13,M,0,13,0,32,Clean & Jerk,41,Desmond Myles,2019-09-07,North Coast Open
U13,M,0,13,0,32,Total,69,Desmond Myles,2019-09-07,North Coast Open
U13,M,0,13,32,36,Snatch,28,Luke Doherty,2025-05-18,Capital Gainz
U13,M,0,13,32,36,Clean & Jerk,38,Matthew Janowiak,2018-06-17,2018 USA Weightlifting National Youth Championships
U13,M,0,13,32,36,Total,65,Matthew Janowiak,2018-06-17,2018 USA Weightlifting National Youth Championships
U13,M,0,13,36,39,Snatch,36,Mason Alderman,2018-06-17,2018 USA Weightlifting National Youth Championships
U13,M,0,13,36,39,Clean & Jerk,49,Desmond Myles,2020-12-03,2020 Online National Youth Championships
U13,M,0,13,36,39,Total,82,ethan trinh,2018-05-06,Standard Strength Presents: Money in the Bank 1
U13,M,0,13,39,44,Snatch,42,Desmond Myles,2022-05-07,Testify Barbell MAYhem
U13,M,0,13,39,44,Clean & Jerk,57,Desmond Myles,2022-05-07,Testify Barbell MAYhem
U13,M,0,13,39,44,Total,99,Desmond Myles,2022-05-07,Testify Barbell MAYhem
U13,M,0,13,0,49,Snatch,54,Jacob Garcia,2019-06-30,2019 USA Weightlifting National Youth Championships
U13,M,0,13,0,49,Clean & Jerk,75,Jacob Garcia,2019-06-30,2019 USA Weightlifting National Youth Championships
U13,M,0,13,0,49,Total,129,Jacob Garcia,2019-06-30,2019 USA Weightlifting National Youth Championships
U13,M,0,13,0,55,Snatch,66,bret tom,2022-12-01,"The Nike 2022 North American Open Finals, powered by Rogue"
U13,M,0,13,0,55,Clean & Jerk,81,bret tom,2022-12-01,"The Nike 2022 North American Open Finals, powered by Rogue"
U13,M,0,13,0,55,Total,147,bret tom,2022-12-01,"The Nike 2022 North American Open Finals, powered by Rogue"
U13,M,0,13,55,61,Snatch,54,Seth Evans,2020-12-03,2020 Online National Youth Championships
U13,M,0,13,55,61,Clean & Jerk,73,Robert Whitlock,2022-06-25,"The Nike 2022 National Youth Championships, powered by Rogue"
U13,M,0,13,55,61,Total,127,Robert Whitlock,2022-06-25,"The Nike 2022 National Youth Championships, powered by Rogue"
U13,M,0,13,61,67,Snatch,75,Seth Evans,2021-10-17,Don Wilson Memorial Golden West Open
U13,M,0,13,61,67,Clean & Jerk,91,Seth Evans,2021-10-17,Don Wilson Memorial Golden West Open
U13,M,0,13,61,67,Total,166,Seth Evans,2021-10-17,Don Wilson Memorial Golden West Open
U13,M,0,13,67,73,Snatch,52,Frank Machado,2018-12-02,2018 Max's Gym Open
U13,M,0,13,67,73,Clean & Jerk,64,Frank Machado,2018-12-02,2018 Max's Gym Open
U13,M,0,13,67,73,Total,116,Frank Machado,2018-12-02,2018 Max's Gym Open
U13,M,0,13,73,>73,Snatch,67,Massimo Shinzato-Barrueto,2022-12-18,Hassle Free BBC Winter Breaker
U13,M,0,13,73,>73,Clean & Jerk,85,Brody Laird,2025-04-26,Folsom Open 2- 2025
U13,M,0,13,73,>73,Total,150,Brody Laird,2025-04-26,Folsom Open 2- 2025
U15,F,14,15,33,36,Snatch,,,,
U15,F,14,15,33,36,Clean & Jerk,,,,
U15,F,14,15,33,36,Total,,,,
U15,F,14,15,36,40,Snatch,39,Jasmin Trinh,2023-11-05,2023 Golden West Don Wilson Memorial
U15,F,14,15,36,40,Clean & Jerk,45,Jasmin Trinh,2023-11-05,2023 Golden West Don Wilson Memorial
U15,F,14,15,36,40,Total,84,Jasmin Trinh,2023-11-05,2023 Golden West Don Wilson Memorial
U15,F,14,15,0,45,Snatch,44,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U15,F,14,15,0,45,Clean & Jerk,64,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U15,F,14,15,0,45,Total,108,Kaya Malia Henn,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U15,F,14,15,0,49,Snatch,68,Jade Morales,2022-12-01,"The Nike 2022 North American Open Finals, powered by Rogue"
U15,F,14,15,0,49,Clean & Jerk,82,Jade Morales,2022-11-23,2022 U15/U17 Youth Pan American Championships
U15,F,14,15,0,49,Total,148,Jade Morales,2022-12-01,"The Nike 2022 North American Open Finals, powered by Rogue"
U15,F,14,15,49,55,Snatch,66,Jade Morales,2022-10-01,Caffeine and Kilos
U15,F,14,15,49,55,Clean & Jerk,83,Jade Morales,2022-10-01,Caffeine and Kilos
U15,F,14,15,49,55,Total,149,Jade Morales,2022-10-01,Caffeine and Kilos
U15,F,14,15,55,59,Snatch,74,haley trinh,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U15,F,14,15,55,59,Clean & Jerk,96,Madilyn Espinoza,2018-09-16,Nike 2018 American Open Series 3
U15,F,14,15,55,59,Total,168,Madilyn Espinoza,2018-09-16,Nike 2018 American Open Series 3
U15,F,14,15,59,64,Snatch,74,haley trinh,2019-09-22,Caffeine and Kilos Invitational
U15,F,14,15,59,64,Clean & Jerk,98,haley trinh,2019-11-23,Folsom Open 3
U15,F,14,15,59,64,Total,171,haley trinh,2019-11-23,Folsom Open 3
U15,F,14,15,64,71,Snatch,75,Gianna Van Hofwegen,2025-02-27,2025 Virus Weightlifting Series 1 Powered by Rogue Fitness
U15,F,14,15,64,71,Clean & Jerk,94,Gianna Van Hofwegen,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U15,F,14,15,64,71,Total,167,Gianna Van Hofwegen,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U15,F,14,15,71,76,Snatch,74,Amanda Robles,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U15,F,14,15,71,76,Clean & Jerk,92,Amanda Robles,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U15,F,14,15,71,76,Total,166,Amanda Robles,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
U15,F,14,15,76,>76,Snatch,91,Julia Yun,2019-06-23,PWA Champs
U15,F,14,15,76,>76,Clean & Jerk,115,Julia Yun,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,F,14,15,76,>76,Total,203,Julia Yun,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,M,14,15,36,39,Snatch,40,David Zechowy,2019-09-07,North Coast Open
U15,M,14,15,36,39,Clean & Jerk,50,David Zechowy,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,M,14,15,36,39,Total,88,David Zechowy,2019-09-07,North Coast Open
U15,M,14,15,39,44,Snatch,44,ethan trinh,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,M,14,15,39,44,Clean & Jerk,61,ethan trinh,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,M,14,15,39,44,Total,105,ethan trinh,2019-06-30,2019 USA Weightlifting National Youth Championships
U15,M,14,15,0,49,Snatch,49,ethan trinh,2019-10-13,Hassle Free Fall Breakers
U15,M,14,15,0,49,Clean & Jerk,64,ethan trinh,2019-10-13,Hassle Free Fall Breakers
U15,M,14,15,0,49,Total,113,ethan trinh,2019-10-13,Hassle Free Fall Breakers
U15,M,14,15,0,55,Snatch,73,bret tom,2023-08-12,Money in the Bank 2023
U15,M,14,15,0,55,Clean & Jerk,90,bret tom,2023-08-12,Money in the Bank 2023
U15,M,14,15,0,55,Total,163,bret tom,2023-08-12,Money in the Bank 2023
U15,M,14,15,55,61,Snatch,82,Preston Sparks,2024-11-03,2024 Golden West Don Wilson Memorial
U15,M,14,15,55,61,Clean & Jerk,97,bret tom,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U15,M,14,15,55,61,Total,174,bret tom,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U15,M,14,15,61,67,Snatch,83,Leo Crane,2019-12-15,Hassle Free Winter Breaker
U15,M,14,15,61,67,Clean & Jerk,104,Leo Crane,2019-12-15,Hassle Free Winter Breaker
U15,M,14,15,61,67,Total,187,Leo Crane,2019-12-15,Hassle Free Winter Breaker
U15,M,14,15,67,73,Snatch,92,Robert Whitlock,2024-02-29,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
U15,M,14,15,67,73,Clean & Jerk,123,Robert Whitlock,2024-02-29,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
U15,M,14,15,67,73,Total,215,Robert Whitlock,2024-02-29,The Nike 2024 North American Open Series 1 Powered by Rogue Fitness
U15,M,14,15,73,81,Snatch,113,Robert Whitlock,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U15,M,14,15,73,81,Clean & Jerk,140,Robert Whitlock,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U15,M,14,15,73,81,Total,253,Robert Whitlock,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U15,M,14,15,81,89,Snatch,96,demetrius brown,2020-12-04,2020 Online National Youth Championships
U15,M,14,15,81,89,Snatch,73,Richard Semenza,2020-12-04,2020 Online National Youth Championships
U15,M,14,15,81,89,Clean & Jerk,111,Gavin  Murphy,2023-06-25,"The 2023 Nike National Youth Championships, powered by Rogue"
U15,M,14,15,81,89,Clean & Jerk,95,Elliot Leet,2023-04-22,South Bay Open
U15,M,14,15,81,89,Total,202,Gavin  Murphy,2023-06-25,"The 2023 Nike National Youth Championships, powered by Rogue"
U15,M,14,15,81,89,Total,166,Elliot Leet,2023-06-25,"The 2023 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,36,40,Snatch,41,Jasmin Trinh,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,36,40,Clean & Jerk,52,Jasmin Trinh,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,36,40,Total,92,Jasmin Trinh,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,0,45,Snatch,41,Jasmin Trinh,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,0,45,Clean & Jerk,52,Jasmin Trinh,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,0,45,Total,92,Jasmin Trinh,2024-12-05,"The 2024 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,0,49,Snatch,68,Jade Morales,2023-06-26,"The 2023 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,0,49,Clean & Jerk,85,Jade Morales,2023-03-26,2023 IWF Youth World Championships
U17,F,16,17,0,49,Total,152,Jade Morales,2023-06-26,"The 2023 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,49,55,Snatch,76,Jade Morales,2024-05-23,2024 IWF Youth World Championships
U17,F,16,17,49,55,Clean & Jerk,100,Jade Morales,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,49,55,Total,175,Jade Morales,2024-06-12,"The 2024 Nike National Youth Championships, powered by Rogue"
U17,F,16,17,55,59,Snatch,72,Jade Morales,2024-04-20,Hassle Free Barbell Spring Breaker
U17,F,16,17,55,59,Clean & Jerk,97,Jade Morales,2024-04-20,Hassle Free Barbell Spring Breaker
U17,F,16,17,55,59,Total,169,Jade Morales,2024-04-20,Hassle Free Barbell Spring Breaker
U17,F,16,17,59,64,Snatch,81,haley trinh,2021-10-09,2021 IWF Youth World Championships
U17,F,16,17,59,64,Clean & Jerk,105,haley trinh,2021-12-04,"The Nike 2021 North American Open Finals, powered by Rogue"
U17,F,16,17,59,64,Total,185,haley trinh,2021-12-04,"The Nike 2021 North American Open Finals, powered by Rogue"
U17,F,16,17,64,71,Snatch,79,Kimberly Wiese,2023-12-09,"The 2023 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,64,71,Clean & Jerk,100,Kimberly Wiese,2023-12-09,"The 2023 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,64,71,Total,179,Kimberly Wiese,2023-12-09,"The 2023 Nike North American Open Finals, powered by Rogue"
U17,F,16,17,71,76,Snatch,94,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
U17,F,16,17,71,76,Clean & Jerk,116,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
U17,F,16,17,71,76,Total,210,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
U17,F,16,17,76,81,Snatch,92,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
U17,F,16,17,76,81,Clean & Jerk,118,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
U17,F,16,17,76,81,Total,210,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
U17,F,16,17,81,>81,Snatch,98,Amanda Robles,2021-12-05,"The Nike 2021 North American Open Finals, powered by Rogue"
U17,F,16,17,81,>81,Clean & Jerk,116,Amanda Robles,2021-12-05,"The Nike 2021 North American Open Finals, powered by Rogue"
U17,F,16,17,81,>81,Total,214,Amanda Robles,2021-12-05,"The Nike 2021 North American Open Finals, powered by Rogue"
U17,M,16,17,0,49,Snatch,58,David Zechowy,2021-06-28,"The Nike 2021 National Youth Championships, powered by Rogue"
U17,M,16,17,0,49,Clean & Jerk,75,David Zechowy,2021-06-28,"The Nike 2021 National Youth Championships, powered by Rogue"
U17,M,16,17,0,49,Total,133,David Zechowy,2021-06-28,"The Nike 2021 National Youth Championships, powered by Rogue"
U17,M,16,17,0,55,Snatch,95,Seth Tom,2019-06-08,2019 IWF Junior World Championships
U17,M,16,17,0,55,Clean & Jerk,118,Seth Tom,2019-02-17,2019 National Junior Championships
U17,M,16,17,0,55,Total,213,Seth Tom,2019-02-17,2019 National Junior Championships
U17,M,16,17,55,61,Snatch,93,Seth Tom,2019-06-23,PWA Champs
U17,M,16,17,55,61,Clean & Jerk,114,Seth Tom,2019-11-03,56th Golden West Opejn
U17,M,16,17,55,61,Total,206,Seth Tom,2019-06-23,PWA Champs
U17,M,16,17,61,67,Snatch,100,Evan Fukuhara,2020-12-05,2020 Online National Youth Championships
U17,M,16,17,61,67,Clean & Jerk,116,Evan Fukuhara,2020-12-05,2020 Online National Youth Championships
U17,M,16,17,61,67,Total,216,Evan Fukuhara,2020-12-05,2020 Online National Youth Championships
U17,M,16,17,67,73,Snatch,88,Evan Fukuhara,2020-02-22,NorCal Weightlifting Meet
U17,M,16,17,67,73,Clean & Jerk,108,Daniel Chavez,2022-04-30,Folsom Open 2 2022
U17,M,16,17,67,73,Total,194,Daniel Chavez,2022-04-30,Folsom Open 2 2022
U17,M,16,17,73,81,Snatch,120,Rucker Johnson,2025-04-12,Hassle Free Barbell Spring Open
U17,M,16,17,73,81,Clean & Jerk,155,Conner Sparks,2018-12-16,Hassle Free Winter Breaker
U17,M,16,17,73,81,Total,264,Conner Sparks,2018-12-16,Hassle Free Winter Breaker
U17,M,16,17,81,89,Snatch,102,Emmanuel Dixon,2018-11-11,Midtown Opens III
U17,M,16,17,81,89,Clean & Jerk,127,Ryland Shriver,2018-04-28,Midtown Open 2
U17,M,16,17,81,89,Total,224,Emmanuel Dixon,2018-11-11,Midtown Opens III
U17,M,16,17,89,96,Snatch,123,Ryland Shriver,2019-12-08,2019 Buenos Aires International Open
U17,M,16,17,89,96,Clean & Jerk,155,Ryland Shriver,2019-09-22,Caffeine and Kilos Invitational
U17,M,16,17,89,96,Total,276,Ryland Shriver,2019-12-08,2019 Buenos Aires International Open
U17,M,16,17,96,102,Snatch,122,Ryland Shriver,2019-04-27,Occam Back Alley Rumble V
U17,M,16,17,96,102,Clean & Jerk,152,Ryland Shriver,2018-11-11,Midtown Opens III
U17,M,16,17,96,102,Total,265,Ryland Shriver,2019-04-27,Occam Back Alley Rumble V
U17,M,16,17,102,>102,Snatch,127,Jared Flaming,2018-09-16,Nike 2018 American Open Series 3
U17,M,16,17,102,>102,Clean & Jerk,174,Jacob Melander,2020-12-06,2020 Online National Youth Championships
U17,M,16,17,102,>102,Total,298,Jacob Melander,2020-12-06,2020 Online National Youth Championships
JR,F,15,20,0,45,Snatch,42,Aisling Mcmanamon,2020-02-07,"2020 National Junior Championships, powered by Rogue Fitness"
JR,F,15,20,0,45,Clean & Jerk,55,Cadence Ricci,2019-12-08,2019 Buenos Aires International Open
JR,F,15,20,0,45,Total,94,Skylar Fernandes,2024-10-05,Steve Gough Memorial - Max's Gym
JR,F,15,20,0,49,Snatch,77,Megan Seegert,2018-02-18,2018 Nike National Junior Championships
JR,F,15,20,0,49,Clean & Jerk,92,Megan Seegert,2018-02-18,2018 Nike National Junior Championships
JR,F,15,20,0,49,Total,169,Megan Seegert,2018-02-18,2018 Nike National Junior Championships
JR,F,15,20,49,55,Snatch,76,Jade Morales,2025-03-11,2025 Pan American Junior Championships
JR,F,15,20,49,55,Clean & Jerk,102,Jade Morales,2025-03-11,2025 Pan American Junior Championships
JR,F,15,20,49,55,Total,178,Jade Morales,2025-03-11,2025 Pan American Junior Championships
JR,F,15,20,55,59,Snatch,74,haley trinh,2019-10-06,2019 USA Weightlifting San Diego Open U15 and U13
JR,F,15,20,55,59,Clean & Jerk,97,Jade Morales,2024-04-20,Hassle Free Barbell Spring Breaker
JR,F,15,20,55,59,Total,169,Jade Morales,2024-04-20,Hassle Free Barbell Spring Breaker
JR,F,15,20,59,64,Snatch,85,haley trinh,2023-09-15,"The 2023 Nike North American Open Series 2, powered by Rogue"
JR,F,15,20,59,64,Clean & Jerk,111,haley trinh,2022-03-05,2022 Nike North American Open Series 1 Powered by Rogue
JR,F,15,20,59,64,Total,196,haley trinh,2022-03-05,2022 Nike North American Open Series 1 Powered by Rogue
JR,F,15,20,64,71,Snatch,89,haley trinh,2024-06-22,2024 Pan American Junior Championships
JR,F,15,20,64,71,Clean & Jerk,116,haley trinh,2024-06-22,2024 Pan American Junior Championships
JR,F,15,20,64,71,Total,205,haley trinh,2024-06-22,2024 Pan American Junior Championships
JR,F,15,20,71,76,Snatch,94,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
JR,F,15,20,71,76,Clean & Jerk,116,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
JR,F,15,20,71,76,Total,210,Athena Schrijver,2018-06-17,2018 USA Weightlifting National Youth Championships
JR,F,15,20,76,81,Snatch,92,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
JR,F,15,20,76,81,Clean & Jerk,118,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
JR,F,15,20,76,81,Total,210,Athena Schrijver,2018-10-20,Occam  Back Alley Rumble IV
JR,F,15,20,81,87,Snatch,103,Amanda Robles,2022-03-06,2022 Nike North American Open Series 1 Powered by Rogue
JR,F,15,20,81,87,Clean & Jerk,123,Amanda Robles,2024-06-24,2024 Pan American Junior Championships
